Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Afghanistan,AFG,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,61.2210574436,72.3638166443,71.3206070093,67.3243040412,74.7301836476,76.0945877851,81.220683738,83.4993428832,84.6998677391,90.0872451862,93.9890986944,94.1690895829,91.9454142326,92.3187980336,93.2366418809,100
Afghanistan,AFG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,979344507.8,2023034713.1,2143951791.1,2480214113.7,2435844906,2485331046.1,2580623924.1,2587774666.5,2529865267.8,2596917266.2
Afghanistan,AFG,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,..,..,..,..,..,..,..,..,0.079456028919798,0.0867566496478682,0.0656663656402514,0.0580764275674197,0.0743981067198973,0.124142976943945,0.205272276925733,0.292136688987039
Afghanistan,AFG,Net migration,SM.POP.NETM,-1007135,-192286,1327074,388632,-248616,252185,62684,-942887,221000,-58881,-141355,418796,105905,48076,255611,-281739
Afghanistan,AFG,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,..,..,..,..,..,..,..,..,216603835.92,624996676.79,788698416.8004,454083461.9711,323642538.268423,444730790.483326,524163478.528778,228991809.215134
Afghanistan,AFG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,170000,680000,50000000,57799999.9,186900000,271000000,238000000,188690000,46033740,56107246.5,190774431.98,52173421,56823660,48311346,42975262.5,169146608
Afghanistan,AFG,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,6.9595312786368,20.8424833859236,58.2511965121997,67.9276286101581,96.3137163180567,115.3200635584,113.816627436078,192.354243317531,182.055236384965,223.226276674112,221.191641542291,230.630244638333,218.82312096292,163.358989792132,151.086272366015,126.630722950197
Albania,ALB,"Population, total",SP.POP.TOTL,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703
Albania,ALB,Population growth (annual %),SP.POP.GROW,-0.637356833943492,-0.93847042771206,-0.299876697084691,-0.374149169291299,-0.417931377925999,-0.511790116421897,-0.630911244851673,-0.75571875541991,-0.767342959142321,-0.673894046451936,-0.49646196338738,-0.269017331764615,-0.165151040121679,-0.183211384606402,-0.207046999760594,-0.291205786840436
Albania,ALB,Surface area (sq. km),AG.SRF.TOTL.K2,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750,28750
Albania,ALB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,25.4,..,..,18.5,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,3406993378.94,3906029740.8343,4175916869.92456,5006223194.95392,6361564926.53701,7887616711.23325,9130490634.76113,10274253836.0991,11892990139.3271,12529413394.3582,12709390046.3426,12803937514.4765,12658293562.3812,13156891247.9781,13115548996.5852,12635760849.1154
Albania,ALB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1100,1280,1370,1650,2100,2620,3050,3460,4040,4280,4360,4410,4360,4540,4540,4390
Albania,ALB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,12286421765.5495,13582158059.1547,14578898002.6769,15606803804.4588,16816639912.577,18018684855.0701,20227034212.5993,22237723231.5777,24373830536.1474,25391433784.8499,27768115043.705,29663113513.8575,30302683016.9371,31131463018.4765,32827519380.2111,33983933600.3434
Albania,ALB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3980,4440,4780,5130,5560,5980,6760,7490,8270,8670,9530,10210,10450,10750,11360,11800
Albania,ALB,Income share held by lowest 20%,SI.DST.FRST.20,..,..,8.4,..,..,8.4,..,..,8.9,..,..,..,8.9,..,7,7.7
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.404,75.639,75.89,76.142,76.376,76.621,76.816,77.549,77.653,77.781,77.936,78.092,78.064,78.123,78.407,78.644
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.231,2.15,2.036,1.978,1.89,1.803,1.724,1.671,1.648,1.647,1.656,1.671,1.692,1.697,1.674,1.613
Albania,ALB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,14.792,9.697,13.217,15.231,19.046,18.869,17.503,17.309,18.545,18.987,19.65,20.692,20.909,20.865,20.942,20.276
Albania,ALB,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,57.5,..,75.1,..,..,60.1,..,..,..,69.3,..,..,..,..,..,..
Albania,ALB,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.1,99,98,98.8,99.3,99.8,99,..,..,99.3,..,..,..,..,..,..
Albania,ALB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,27.2,25.8,24.4,22.9,21.5,20,18.5,17.1,15.8,14.5,13.3,12.2,11.2,10.5,9.9,9.6
Albania,ALB,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,6.6,..,..,..,6.3,..,..,..,..,..,..
Albania,ALB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,95,96,93,96,97,95,97,98,97,99,99,98,99,98,97
Albania,ALB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,99.1669082641602,100.991310119629,..,100.488182067871,98.9352416992188,..,..,106.881889343262,104.580177307129,105.836242675781,103.269981384277,108.334480285645,115.498252868652,99.6744995117188,112.179496765137,107.276786804199
Albania,ALB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,69.7524566650391,72.4167861938477,73.9457702636719,77.609992980957,78.3257293701172,82.5578079223633,84.6651306152344,87.1469879150391,89.0813369750977,90.3134918212891,93.9528884887695,97.4439926147461,99.7002716064453,103.765159606934,104.288032531738,103.084899902344
Albania,ALB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.976209998130798,0.987320005893707,..,..,0.980199992656708,0.978039979934692,0.985040009021759,0.99686998128891,0.999790012836456,1.01780998706818,1.00568997859955,1.00029003620148,0.990100026130676,0.98158997297287,0.976679980754852,0.982420027256012
Albania,ALB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Albania,ALB,Forest area (sq. km),AG.LND.FRST.K2,7693,7705.77,7718.54,7731.31,7744.08,7756.85,7769.62,7782.39,7795.16,7807.93,7820.7,7834.935,7849.17,7863.405,7877.64,7891.875
Albania,ALB,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,3.29590753181349,3.74733667661436,4.12305733644763,4.59216735817088,5.12973340348614,5.75066696096252,6.70600276142274,7.247819830413,7.9486313554005,8.38444019338204,8.87808566762618,9.29961688396918,9.6384407769391,9.95350561694687,10.3626986444515,12.3770142532814
Albania,ALB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,580.494764208924,597.265252650749,660.04798411018,648.168387059418,715.414483080102,719.584378082987,706.859407721917,679.861765101008,710.748498463347,732.316681804627,729.154372728518,764.968616564465,687.896259861998,801.329975005976,808.455839595944,..
Albania,ALB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.03156754537918,1.05686835352119,1.23300153064067,1.3611587779509,1.42794420369885,1.36009220693963,1.36398860235111,1.43379650688868,1.42824958589414,1.49211670359782,1.64276192996892,1.76810850906738,1.5659214019027,1.65638950333875,1.79571244233506,1.66521852478371
Albania,ALB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1449.64741324695,1351.23079642883,1578.16591882688,1469.26453867857,1797.52548696885,1722.07284972507,1218.36014605619,1213.12436932179,1617.7441562046,1835.68407241763,1943.34335385842,2205.70392004668,2118.32777605579,2533.25282927106,2309.36650255581,..
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,3480355258.04122,3922100793.5403,4348068242.19512,5611496257.14231,7184685781.51876,8052077248.14638,8896075004.63516,10677324852.8822,12881352893.6855,12044205549.6571,11926926615.8015,12890760315.146,12319834195.331,12776224496.9718,13228147516.1168,11386853113.0189
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.94621659244254,8.29331263121023,4.53652416035675,5.52863746491788,5.51466791097914,5.52642424695465,5.90265903591924,5.98325951855567,7.50004143020151,3.35428934987461,3.70693815255319,2.54540614450104,1.4172427999078,1.00201754071108,1.77444885260394,2.21872637517804
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.6474714679938,3.81085737408868,3.6474762708812,5.19863530307683,3.15236892537025,3.30681814689954,2.47818888688769,4.3867093833438,4.11708542559394,2.41833605890835,4.49314320031891,2.31474379699794,1.04271460643407,0.288745964127756,1.54991706986272,0.563991350160876
Albania,ALB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,24.5154120419235,22.7161641958722,22.0251140879353,21.9782570845961,20.537486307981,18.8453087247237,17.7083536239523,17.1536195739533,16.8370538440754,16.7943836018798,17.9558663972347,18.2267896025292,18.7668018946422,19.5651578123229,19.9901813581977,19.7802144171366
Albania,ALB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,19.3956891374484,21.7357737789933,23.10636959577,24.055608509483,24.6655622675068,25.0816065897088,25.3080259185205,25.3403319220157,25.1610103305709,24.4137783931968,24.9374619346668,24.4844782196853,22.9185533432722,23.0613168520051,21.5088457362369,21.7636809971645
Albania,ALB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.1152855452625,21.3334108322137,20.9456161731319,20.8473864531722,22.2175607600291,23.0129911473171,25.2096077274316,28.2478654166425,25.3024181160681,25.2407486083138,27.9794352415409,29.2415371390963,28.9374877608303,28.9163151372576,28.2130014584625,27.2673911512668
Albania,ALB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,43.3387875873655,45.1576132001299,47.5794520503068,46.1731745895907,44.8296265467915,47.85935562815,49.0574825118736,54.9542146887506,52.1493333802176,49.8541657924919,48.5639550032469,51.9770317939697,47.572712860263,46.9573987095321,47.19484413802,44.5336151883802
Albania,ALB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,30.7962585719445,34.9886697820033,35.2640615632586,33.8968627994889,34.1967461797911,36.8696756752052,35.6975187198863,34.4619700309054,35.7784238754261,34.5578458934766,30.3086698207955,31.4135814808892,28.3285499594466,28.0524964575465,25.6746926299268,25.8190485021686
Albania,ALB,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,23.9807395592749,24.2458891193942,24.5508019930699,..,..,..,..,..,..,23.9003193851567,23.0507101156878,22.3049495093896,24.5250980968319,24.738150200759
Albania,ALB,Start-up procedures to register a business (number),IC.REG.PROC,..,..,..,12,12,12,12,11,8,6,6,6,5,5,5,5
Albania,ALB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.24636024189216,1.30929137475594,1.32003449433204,1.33684292419802,1.38115794211088,1.35000497056322,1.56776908873068,1.8207653435572,1.98486885667765,1.5172171395597,1.55859189302349,1.52826633776627,1.48708257655216,1.40898210141146,1.34651599128914,1.16230386432234
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.936229188,12.45080244,27.24463279,35.56428066,41.12783099,50.45923775,63.59103905,78.03664144,63.00230139,84.07120051,92.41340015,106.8724501,121.0154371,127.67458,116.4887372,117.9871153
Albania,ALB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,1.32819340038297,1.4645172043822,1.01687291597312,0.922637018907313,0.890238022251303,0.257234804303144,1.63419036731371
Albania,ALB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,38.8466090315424,41.6613464572659,42.4096379653199,41.2011323549808,40.5584891060332,40.7099919558597,43.2775128131678,49.35693230854,51.2523805107174,46.8607080535974,49.8871183806654,56.8624334081179,55.5689296743499,56.816471890585,57.8387865018759,54.6156162573982
Albania,ALB,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,108.1429488785,106.964920387,106.8372657034,102.0164154947,100.0292353648,98.9610229126,98.9302575305,98.499218272,98.178779208,97.7525072692,102.2687889865,101.8826175886,103.3323295768,102.8552768129,101.1418985703,100
Albania,ALB,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1122051223.3,1154309753.2,1180426821.7,1550382967.9,1603744698.8,2126166749.1,2517100832.6,2966604307.7,4256899002.8,4605163641.8,5436572731.8,6484194296.1,7384475899.5,8647046116.3,8512452310,8447046910.5
Albania,ALB,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.837415903021545,0.978010698700987,1.36419925174657,0.994083805689177,1.03374937483397,1.27709378458561,1.97836504983147,1.60027924766763,1.95343779914185,2.06027532917732,3.22263901515014,3.74210558413208,4.43691394118377,4.23444805398444,5.48833215482098,10.2405835427346
Albania,ALB,Net migration,SM.POP.NETM,-63610,-62059,-59876,-57308,-54383,-50855,-47174,-43019,-38736,-34116,-29330,-24465,-19946,-16845,-14265,-12240
Albania,ALB,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,..,..,..,4135728.07,4863740.36,6511798.04614106,26532132.0306529,9940000,279685288.700009,229819782.333038,209306821.565656,150855105.344629,215775643.88998,190551293.64341,178722842.218417,153312400.478059
Albania,ALB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,143000000,207300000,135000000,178036400.666667,341285112.537562,262479012.637464,325138316.803697,652275603.722803,1247181714.30558,1345415233.65619,1089898207.57431,1048706682.05458,917994575.801857,1254150555.51294,1149927985.77736,989578334.828615
Albania,ALB,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,102.89648038153,87.7499405358119,100.740405751395,114.919120559503,99.4205705636638,104.626049048947,108.282345622282,103.91523175888,123.787284401286,121.997498187538,125.32350687627,130.621184115465,120.383355150584,93.2543805123734,97.3208349120468,116.346601389351
Algeria,DZA,"Population, total",SP.POP.TOTL,30774621,31200985,31624696,32055883,32510186,32956690,33435080,33983827,34569592,35196037,35856344,36543541,37260563,38000626,38760168,39543154
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1.40229085828763,1.37593080261361,1.34886695233422,1.35423891111813,1.40727321515229,1.36408196251206,1.44113729642515,1.62790867702938,1.70897167476718,1.79590393152832,1.85870199052442,1.89839428094337,1.94310213435967,1.9667158178046,1.97904881035906,1.99994605069585
Algeria,DZA,Surface area (sq. km),AG.SRF.TOTL.K2,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381740,2381741
Algeria,DZA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,5.5,..,..,..,..
Algeria,DZA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,49486762888.9921,52500426693.5334,55121955121.8129,62212393755.7925,73519917847.2826,89834374138.2907,104551604716.85,123031109104.664,146342255968.725,151464885433.408,160972033621.581,168561253133.576,194405322959.918,210381844831.784,213657648976.945,192784984850.367
Algeria,DZA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1610,1680,1740,1940,2260,2730,3130,3620,4230,4300,4490,4610,5220,5540,5510,4880
Algeria,DZA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,248948935948.487,267745804336.254,284220886795.88,311380241646.746,331728480780.195,359612549048.173,381244409880.702,415419245788.917,436091592079.418,444815149747.257,469889943457.945,489874209849.271,491032042032.186,488124391408.29,494451390132.55,464956187403.212
Algeria,DZA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,8090,8580,8990,9710,10200,10910,11400,12220,12610,12640,13100,13410,13180,12850,12760,11760
Algeria,DZA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,9.4,..,..,..,..
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.478,70.823,71.23,71.287,71.762,72.061,72.334,72.602,72.941,73.62,73.808,74.123,74.202,74.615,75.11,75.622
Algeria,DZA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.566,2.507,2.456,2.481,2.512,2.555,2.604,2.677,2.753,2.813,2.843,2.88,2.956,2.957,3.004,3.041
Algeria,DZA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,9.302,8.797,8.632,8.838,8.96,9.214,9.376,9.455,9.095,9.635,10.288,11.134,11.95,12.684,12.771,11.888
Algeria,DZA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,64,..,57,..,..,..,61.4,..,..,..,..,..,..,57.1,..,..
Algeria,DZA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,92,..,95.9,..,..,..,95.2,..,..,..,..,..,..,96.6,..,..
Algeria,DZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,41.7,40.1,38.5,36.9,35.3,33.8,32.3,31,29.8,28.7,27.8,27.1,26.5,26.1,25.7,25.3
Algeria,DZA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,5.4,..,11.1,..,..,..,3.4,..,..,..,..,..,3,..,..,..
Algeria,DZA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,80,83,81,84,81,83,91,92,88,92,95,95,95,95,95,95
